Progressivo,Targa,Tipo,Marca,Ditta,Periodicità,Data_Immatricolazione,Bollo,SospPneum,NumAssi,KW,Regione
2856,"FT436GF",0,0,89,12,"12/31/18 00:00:00",700.39,0,0,0,9
2857,"FT437GF",0,0,89,12,"12/31/18 00:00:00",700.39,0,0,0,9
2858,"FT438GF",0,0,89,12,"12/31/18 00:00:00",700.39,0,0,0,9
2859,"FN714WD",0,0,89,12,"11/30/19 00:00:00",379.09,0,0,0,9
2862,"FE616TJ",0,0,89,12,"11/30/19 00:00:00",964.09,0,0,0,9
2863,"FT791GF",0,0,89,12,"11/30/19 00:00:00",379.09,0,0,0,9
2864,"FT793GF",0,0,89,12,"11/30/19 00:00:00",379.09,0,0,0,9
2867,"FN667WD",0,0,89,12,"01/31/19 00:00:00",379.09,0,0,0,9
2868,"FM183CR",0,0,89,12,"01/31/19 00:00:00",379.09,0,0,0,9
2869,"FM184CR",0,0,89,12,"01/31/19 00:00:00",379.09,0,0,0,9
2884,"FN189FK",0,0,89,12,"01/31/19 00:00:00",379.09,0,0,0,9
2885,"EW402SA",0,0,89,12,"07/31/19 00:00:00",33.82,0,0,0,9
2906,"EZ928RF",0,0,89,12,"09/30/19 00:00:00",700.39,0,0,0,9
2911,"FF170XL",0,0,89,12,"10/31/19 00:00:00",33.82,0,0,0,9
2915,"FC171WD",0,0,89,12,"10/31/19 00:00:00",379.09,0,0,0,9
2920,"FM280CR",0,0,89,12,"10/31/19 00:00:00",379.09,0,0,0,9
2921,"FL869BL",0,0,89,12,"10/31/19 00:00:00",379.09,0,0,0,9
2922,"FL870BL",0,0,89,12,"10/31/19 00:00:00",379.09,0,0,0,9
2923,"FM004PM",0,0,89,12,"10/31/19 00:00:00",379.09,0,0,0,9
2924,"FM005PM",0,0,89,12,"10/31/19 00:00:00",379.09,0,0,0,9
2925,"FM070PM",0,0,89,12,"11/30/19 00:00:00",379.39,0,0,0,9
2926,"FM071PM",0,0,89,12,"11/30/19 00:00:00",379.39,0,0,0,9
2927,"FP916RS",0,0,89,12,"09/30/19 00:00:00",379.39,0,0,0,9
2928,"FP917RS",0,0,89,12,"09/30/19 00:00:00",379.39,0,0,0,9
2929,"FM067PM",0,0,89,12,"11/30/19 00:00:00",700.39,0,0,0,9
2930,"FM068PM",0,0,89,12,"11/30/19 00:00:00",700.39,0,0,0,9
2931,"FM069PM",0,0,89,12,"11/30/19 00:00:00",700.39,0,0,0,9
2932,"FP965RS",0,0,89,12,"09/30/19 00:00:00",700.39,0,0,0,9
2933,"FP966RS",0,0,89,12,"09/30/19 00:00:00",700.39,0,0,0,9
2934,"FP967RS",0,0,89,12,"09/30/19 00:00:00",700.39,0,0,0,9
2935,"FT095GF",0,0,89,12,"10/30/19 00:00:00",700.39,0,0,0,9
2936,"FT096GF",0,0,89,12,"10/30/19 00:00:00",700.39,0,0,0,9
2939,"CL683SE",0,0,55,12,"03/31/19 00:00:00",33.82,0,0,0,9
2940,"DD611GX",0,0,55,12,"09/30/19 00:00:00",239.19,0,0,0,9
2941,"DK320HF",0,0,55,12,"01/31/19 00:00:00",33.82,0,0,0,9
2942,"DW407HM",0,0,55,12,"02/28/19 00:00:00",33.82,0,0,0,9
2949,"BE760NX",0,0,84,4,"04/30/19 00:00:00",1,0,0,0,9
2950,"FM055CR",0,0,87,4,"01/31/19 00:00:00",322.61,0,0,0,9
2953,"FE258CE",0,0,90,12,"05/31/19 00:00:00",1,0,0,0,9
2961,"FF975TR",0,0,90,12,"02/28/19 00:00:00",1,0,0,0,9
2962,"FE765TJ",0,0,90,12,"06/30/19 00:00:00",1,0,0,0,9
2965,"DY347NM",0,0,90,12,"10/30/19 00:00:00",1,0,0,0,9
2968,"DK119JW",0,0,90,12,"10/31/19 00:00:00",1,0,0,0,9
2970,"FJ319HT",0,0,90,12,"04/30/19 00:00:00",1,0,0,0,9
2973,"DK320LP",0,0,90,12,"09/30/19 00:00:00",1,0,0,0,9
2976,"CX684YW",0,0,90,12,"11/30/19 00:00:00",1,0,0,0,9
2978,"CZ686CL",0,0,26,12,"03/31/19 00:00:00",1,0,0,0,9
2984,"AE92685",0,0,46,12,"07/31/19 00:00:00",26.87,0,0,0,9
2986,"DE587TG",0,0,54,4,"04/30/19 00:00:00",322.61,0,0,0,9
2989,"EM077JJ",0,0,83,12,"01/31/19 00:00:00",30.63,0,0,0,9
2991,"EL224HK",0,0,84,12,"12/31/18 00:00:00",33.82,0,0,0,9
2998,"FM527CH",0,0,90,12,"09/30/19 00:00:00",1,0,0,0,9
2999,"EJ403TL",0,0,90,12,"04/30/19 00:00:00",1,0,0,0,9
3002,"CC010ER",0,0,79,4,"01/31/19 00:00:00",322.61,0,0,0,9
3004,"FT020GM",0,0,79,12,"11/30/18 00:00:00",616.22,0,0,0,9
3027,"BS464XB",0,0,16,4,"03/31/19 00:00:00",235.63,0,0,0,9
3029,"BX405BG",0,0,16,4,"03/31/19 00:00:00",127.61,0,0,0,9
3030,"CH368NZ",0,0,16,4,"02/28/19 00:00:00",235.63,0,0,0,9
3039,"FK864NX",0,0,92,4,"05/31/19 00:00:00",127.61,0,0,0,9
3041,"DH675MV",0,0,92,4,"04/30/19 00:00:00",127.61,0,0,0,9
3042,"DY157NZ",0,0,92,4,"02/28/19 00:00:00",112.32,0,0,0,9
3046,"EF107NC",0,0,92,4,"04/30/19 00:00:00",127.61,0,0,0,9
3048,"EJ301TR",0,0,92,4,"05/31/19 00:00:00",232.3,0,0,0,9
3049,"DR042ZB",0,0,92,4,"04/30/19 00:00:00",234.94,0,0,0,9
3050,"EC663ME",0,0,92,4,"02/28/19 00:00:00",233.56,0,0,0,9
3053,"EL313HE",0,0,92,4,"04/30/19 00:00:00",127.61,0,0,0,9
3054,"EW671FK",0,0,92,4,"05/31/19 00:00:00",234.94,0,0,0,9
3056,"EW434LD",0,0,92,4,"05/31/19 00:00:00",127.61,0,0,0,9
3057,"EX337BS",0,0,92,12,"10/31/19 00:00:00",33.82,0,0,0,9
3058,"EX911LF",0,0,92,4,"03/31/19 00:00:00",112.32,0,0,0,9
3059,"EY327DF",0,0,92,4,"05/31/19 00:00:00",234.94,0,0,0,9
3060,"DK187AS",0,0,92,4,"02/28/19 00:00:00",127.61,0,0,0,9
3061,"FA706LR",0,0,92,4,"04/30/19 00:00:00",234.94,0,0,0,9
3064,"FN057FK",0,0,92,4,"04/30/19 00:00:00",237.35,0,0,0,9
3065,"FN285FK",0,0,92,4,"02/28/19 00:00:00",127.61,0,0,0,9
3066,"FN292FK",0,0,92,4,"02/28/19 00:00:00",235.63,0,0,0,9
3067,"FV525DF",0,0,92,4,"03/31/19 00:00:00",112.32,0,0,0,9
3069,"FL681JA",0,0,92,4,"05/31/19 00:00:00",322.61,0,0,0,9
3070,"FP843RS",0,0,92,4,"04/30/19 00:00:00",127.61,0,0,0,9
3071,"FT228GF",0,0,92,4,"03/31/19 00:00:00",235.63,0,0,0,9
3072,"FF020XL",0,0,92,12,"09/30/19 00:00:00",42.94,0,0,0,9
3075,"FN251WD",0,0,92,4,"03/31/19 00:00:00",322.61,0,0,0,9
3077,"BF970NT",0,0,30,4,"02/28/19 00:00:00",238,0,0,0,9
3078,"FP488PN",0,0,35,12,"04/30/19 00:00:00",244.52,0,0,0,9
3113,"FT760GN",0,0,84,12,"02/28/19 00:00:00",81.42,0,0,0,9
3115,"FT781GN",0,0,89,12,"02/28/19 00:00:00",1,0,0,0,9
3116,"FT783GN",0,0,89,12,"02/28/19 00:00:00",1,0,0,0,9
3117,"FT782GN",0,0,89,12,"02/28/19 00:00:00",1,0,0,0,9
3122,"FC958RS",0,0,73,12,"01/31/20 00:00:00",56.61,0,0,0,9
3125,"FV376DG",0,0,92,4,"03/31/19 00:00:00",1,0,0,0,9
3136,"CV736WB",0,0,96,12,"03/31/19 00:00:00",31.95,0,0,0,9
3138,"DR074ZB",0,0,96,12,"08/31/19 00:00:00",100.4,0,0,0,9
3148,"FV419DG",0,0,77,4,"03/31/19 00:00:00",322.61,0,0,0,9
3149,"MI091809",0,0,41,12,"12/31/15 00:00:00",26.87,0,0,0,9
3150,"AD73592",0,0,41,12,"12/31/15 00:00:00",26.87,0,0,0,9
3151,"BG021413",0,0,41,12,"12/31/15 00:00:00",26.87,0,0,0,9
3153,"MI119122",0,0,41,12,"01/31/15 00:00:00",26.87,0,0,0,9
3155,"BP230ZA",0,0,41,12,"12/31/18 00:00:00",110,0,0,0,9
3156,"FV452DG",0,0,77,4,"03/31/19 00:00:00",232.84,0,0,0,9
3158,"FT462GF",0,0,97,12,"12/31/19 00:00:00",743.24,0,0,0,9
3166,"FV263DG",0,0,97,12,"02/28/20 00:00:00",715.87,0,0,0,9
3168,"FN213WD",0,0,97,12,"03/31/20 00:00:00",743.24,0,0,0,9
3172,"FK918NX",0,0,97,12,"05/31/19 00:00:00",714,0,0,0,9
3173,"FL721BL",0,0,97,12,"07/31/19 00:00:00",746.25,0,0,0,9
3181,"FV073DF",0,0,89,12,"03/31/19 00:00:00",1,0,0,0,9
3182,"FV074DF",0,0,89,12,"03/31/19 00:00:00",1,0,0,0,9
3189,"EH486ED",0,0,19,12,"05/31/17 00:00:00",1,0,0,0,9
3190,"EH317ED",0,0,19,12,"05/31/19 00:00:00",1,0,0,0,9
3191,"EH485ED",0,0,19,12,"05/31/17 00:00:00",1,0,0,0,9
3198,"FM087CR",0,0,14,4,"05/31/19 00:00:00",211.93,0,0,0,9
3204,"FV538DG",0,0,82,4,"04/30/19 00:00:00",1,0,0,0,9
3213,"EZ801BT",0,0,98,12,"11/30/19 00:00:00",695.08,0,0,0,9
3215,"FE971TJ",0,0,98,12,"06/30/19 00:00:00",701.96,0,0,0,9
3216,"FE972TJ",0,0,98,12,"06/30/19 00:00:00",701.96,0,0,0,9
3218,"FF776TR",0,0,98,12,"12/31/19 00:00:00",701.96,0,0,0,9
3219,"FF777TR",0,0,98,12,"12/31/19 00:00:00",701.96,0,0,0,9
3220,"FL921BL",0,0,98,12,"06/30/19 00:00:00",717.87,0,0,0,9
3222,"FM546PT",0,0,98,12,"12/31/19 00:00:00",219.3,0,0,0,9
3223,"EZ571KJ",0,0,98,12,"04/30/19 00:00:00",219.3,0,0,0,9
3224,"FE015CA",0,0,98,12,"04/30/19 00:00:00",31.95,0,0,0,9
3229,"DV525MJ",0,0,99,12,"01/31/20 00:00:00",1,0,0,0,9
3239,"FM088CR",0,0,14,4,"05/31/19 00:00:00",211.93,0,0,0,9
3240,"YA465AP",0,0,88,12,"03/31/19 00:00:00",21.87,0,0,0,9
3244,"EC333ME",0,0,100,4,"05/31/19 00:00:00",374.73,0,0,0,9
3246,"EP007BC",0,0,100,4,"05/31/19 00:00:00",374.73,0,0,0,9
3248,"FC007WD",0,0,100,4,"05/31/19 00:00:00",235.48,0,0,0,9
3249,"FM490CR",0,0,100,4,"06/30/19 00:00:00",235.48,0,0,0,9
3251,"ES731VN",0,0,100,12,"08/31/19 00:00:00",31.95,0,0,0,9
3256,"FW795JS",0,0,75,12,"03/31/19 00:00:00",426.28,0,0,0,9
3257,"FW796JS",0,0,75,12,"03/31/19 00:00:00",356.62,0,0,0,9
3258,"FW797JS",0,0,75,12,"03/31/19 00:00:00",426.28,0,0,0,9
3260,"FW431JV",0,0,84,12,"04/30/19 00:00:00",49.29,0,0,0,9
3261,"FV201DF",0,0,77,4,"04/30/19 00:00:00",1,0,0,0,9
3262,"FM089CR",0,0,14,4,"05/31/19 00:00:00",211.93,0,0,0,9
3266,"FV763DG",0,0,77,4,"05/31/19 00:00:00",288.67,0,0,0,9
4868,"CW804VG",0,0,86,12,"05/31/23 00:00:00",1,0,0,0,9
4869,"GP153CP",0,0,4,4,"05/31/23 00:00:00",1,0,0,0,9
3267,"FV271DF",0,0,91,4,"05/31/19 00:00:00",1,0,0,0,9
3268,"FV753DG",0,0,91,4,"05/31/19 00:00:00",1,0,0,0,9
3269,"FV754DG",0,0,91,4,"05/31/19 00:00:00",1,0,0,0,9
3273,"FV764DG",0,0,78,4,"05/31/19 00:00:00",1,0,0,0,9
3274,"FT463GF",0,0,59,4,"12/31/18 00:00:00",1,0,0,0,9
3275,"FV774DG",0,0,89,12,"05/31/19 00:00:00",1,0,0,0,9
3276,"FV280DF",0,0,89,12,"05/31/19 00:00:00",1,0,0,0,9
3279,"FV087DG",0,0,16,4,"05/31/19 00:00:00",1,0,0,0,9
3281,"FV088DG",0,0,17,4,"05/31/19 00:00:00",1,0,0,0,9
3284,"FV814DG",0,0,84,12,"05/31/19 00:00:00",36.96,0,0,0,9
3285,"FV815DG",0,0,84,12,"05/31/19 00:00:00",36.96,0,0,0,9
3286,"FV824DG",0,0,89,12,"05/31/19 00:00:00",1,0,0,0,9
3287,"FV822DG",0,0,89,12,"05/31/19 00:00:00",1,0,0,0,9
3288,"FV823DG",0,0,89,12,"05/31/19 00:00:00",1,0,0,0,9
3290,"FV847DG",0,0,97,12,"05/31/19 00:00:00",700,0,0,0,9
3296,"DB922GX",0,0,101,12,"06/30/19 00:00:00",1,0,0,0,9
3300,"EX309DW",0,0,101,12,"12/31/19 00:00:00",1,0,0,0,9
3301,"EP207BC",0,0,6,12,"09/30/19 00:00:00",54.77,0,0,0,9
3302,"EV719BN",0,0,6,12,"03/31/20 00:00:00",33.82,0,0,0,9
3303,"EN791SX",0,0,6,12,"12/31/19 00:00:00",33.82,0,0,0,9
3304,"EN793SX",0,0,6,12,"12/31/19 00:00:00",33.82,0,0,0,9
3305,"EB717NP",0,0,6,12,"06/30/19 00:00:00",33.82,0,0,0,9
3306,"BM326EY",0,0,87,12,"01/31/20 00:00:00",399,0,0,0,9
3310,"FW486JY",0,0,25,12,"06/30/20 00:00:00",195.37,0,0,0,9
3312,"FE026CE",0,0,92,4,"08/31/19 00:00:00",236.68,0,0,0,9
3314,"FV006KB",0,0,90,12,"06/30/19 00:00:00",56.67,0,0,0,9
3315,"FP591RS",0,0,84,4,"10/31/18 00:00:00",1,0,0,0,9
3316,"FW039DP",0,0,70,4,"04/30/19 00:00:00",1,0,0,0,9
3317,"FV433DG",0,0,97,12,"05/31/19 00:00:00",56.64,0,0,0,9
3322,"FM090CR",0,0,14,4,"05/31/19 00:00:00",200,0,0,0,9
3326,"FJ035CF",0,0,14,4,"06/30/19 00:00:00",200,0,0,0,9
3330,"FE621TJ",0,0,92,4,"07/31/19 00:00:00",1,0,0,0,9
3332,"FT737GF",0,0,82,4,"11/30/19 00:00:00",1,0,0,0,9
3333,"FJ029CF",0,0,14,4,"06/30/19 00:00:00",1,0,0,0,9
3334,"FP681RS",0,0,97,12,"06/30/19 00:00:00",734,0,0,0,9
3335,"FP682RS",0,0,97,12,"06/30/19 00:00:00",734,0,0,0,9
3337,"FV502DF",0,0,89,12,"07/31/19 00:00:00",1,0,0,0,9
3338,"FV503DF",0,0,89,12,"07/31/19 00:00:00",1,0,0,0,9
3343,"ZA515MP",0,0,92,4,"05/31/19 00:00:00",1,0,0,0,9
3345,"DG864MV",0,0,19,12,"03/31/20 00:00:00",964.08,0,0,0,9
3350,"FT212GF",0,0,75,12,"10/31/18 00:00:00",1,0,0,0,9
3351,"FN994WD",0,0,39,12,"10/31/18 00:00:00",1,0,0,0,9
3352,"DH541MV",0,0,19,12,"12/31/19 00:00:00",1,0,0,0,9
3353,"FF048VP",0,0,98,12,"09/30/19 00:00:00",1,0,0,0,9
3354,"FV730DG",0,0,100,4,"08/31/19 00:00:00",1,0,0,0,9
3358,"FV581DF",0,0,89,12,"08/31/19 00:00:00",339,0,0,0,9
3359,"ER966VY",0,0,100,4,"08/31/19 00:00:00",288,0,0,0,9
3361,"FN268WD",0,0,100,4,"08/31/19 00:00:00",337,0,0,0,9
3366,"FX215TM",0,0,79,12,"08/31/19 00:00:00",35,0,0,0,9
3369,"FM590PT",0,0,14,12,"12/31/19 00:00:00",42.94,0,0,0,9
3372,"DR217YY",0,0,70,12,"10/31/19 00:00:00",159.96,0,0,0,9
3373,"FF789TR",0,0,104,4,"12/31/19 00:00:00",237.2,0,0,0,9
3374,"FF788TR",0,0,104,4,"12/31/19 00:00:00",237.2,0,0,0,9
3375,"FL375BL",0,0,104,4,"12/31/19 00:00:00",248.75,0,0,0,9
3377,"EH025ED",0,0,104,4,"12/31/19 00:00:00",138.07,0,0,0,9
3379,"EH451ED",0,0,104,4,"09/30/19 00:00:00",238,0,0,0,9
3380,"FZ408MA",0,0,104,4,"09/30/19 00:00:00",237.2,0,0,0,9
3382,"GD774GK",0,0,104,4,"09/30/19 00:00:00",234.56,0,0,0,9
3383,"GD528GK",0,0,104,4,"09/30/19 00:00:00",233.76,0,0,0,9
3387,"GD756GK",0,0,104,4,"10/31/19 00:00:00",233.99,0,0,0,9
3388,"ET374HJ",0,0,104,4,"10/31/19 00:00:00",127.61,0,0,0,9
3390,"FP945RS",0,0,104,4,"09/30/19 00:00:00",200,0,0,0,9
3391,"EX903LF",0,0,104,12,"10/31/19 00:00:00",54.77,0,0,0,9
3392,"CE188SM",0,0,104,12,"10/30/19 00:00:00",264.7,0,0,0,9
3400,"FX246TM",0,0,82,4,"08/31/19 00:00:00",1,0,0,0,9
3402,"FT365GF",0,0,17,4,"11/30/18 00:00:00",1,0,0,0,9
3403,"FJ848VR",0,0,14,4,"08/31/19 00:00:00",211,0,0,0,9
3404,"FX285TM",0,0,90,12,"09/30/19 00:00:00",1,0,0,0,9
3409,"DT825YT",0,0,19,12,"01/31/20 00:00:00",1,0,0,0,9
3416,"FE006CE",0,0,82,4,"12/31/19 00:00:00",1,0,0,0,9
3419,"DM590BN",0,0,96,12,"09/30/19 00:00:00",31.95,0,0,0,9
3426,"FX247TM",0,0,82,4,"08/31/19 00:00:00",1,0,0,0,9
3428,"FX301TM",0,0,97,12,"09/30/19 00:00:00",1,0,0,0,9
3429,"BY811EF",0,0,68,4,"08/31/19 00:00:00",325,0,0,0,9
3430,"GX326AE",0,0,19,12,"01/31/20 00:00:00",1,0,0,0,9
3432,"DB373XJ",0,0,79,4,"11/30/19 00:00:00",1,0,0,0,9
3439,"FX358TM",0,0,104,4,"09/30/19 00:00:00",237,0,0,0,9
3440,"FX362TM",0,0,77,4,"09/30/19 00:00:00",200,0,0,0,9
3441,"FF010XL",0,0,107,12,"09/30/19 00:00:00",1,0,0,0,9
3442,"FF009XL",0,0,107,12,"09/30/20 00:00:00",1,0,0,0,9
3443,"FF008XL",0,0,107,12,"09/30/20 00:00:00",1,0,0,0,9
3444,"FC121FW",0,0,107,12,"11/30/19 00:00:00",1,0,0,0,9
3445,"FB148TB",0,0,107,12,"11/30/19 00:00:00",1,0,0,0,9
3446,"DR451YY",0,0,107,12,"10/31/19 00:00:00",1,0,0,0,9
3447,"FM020CM",0,0,107,12,"10/31/19 00:00:00",1,0,0,0,9
3448,"FN247WD",0,0,107,12,"03/31/20 00:00:00",1,0,0,0,9
3449,"FT251GF",0,0,107,12,"11/30/19 00:00:00",1,0,0,0,9
3450,"FE054CE",0,0,107,12,"05/31/20 00:00:00",1,0,0,0,9
3451,"DT890EC",0,0,107,12,"01/31/20 00:00:00",1,0,0,0,9
3452,"FV744DG",0,0,107,12,"05/31/20 00:00:00",1,0,0,0,9
3453,"FV743DG",0,0,107,12,"05/31/20 00:00:00",1,0,0,0,9
3454,"FV742DG",0,0,107,12,"05/31/20 00:00:00",1,0,0,0,9
3455,"FS008WS",0,0,17,12,"08/31/19 00:00:00",1,0,0,0,9
3457,"FC229YW",0,0,89,12,"02/28/20 00:00:00",1,0,0,0,9
3458,"EZ984SB",0,0,89,12,"09/30/19 00:00:00",1,0,0,0,9
3460,"EW340AV",,0,61,12,"05/31/19 00:00:00",300,0,0,0,9
3469,"FX408TM",0,0,75,12,"09/30/19 00:00:00",1,0,0,0,9
3473,"FX069TM",0,0,35,12,"10/31/19 00:00:00",1,0,0,0,9
3477,"FX490EY",0,0,92,4,"09/30/19 00:00:00",1,0,0,0,9
3478,"FX710FB",0,0,92,4,"08/31/19 00:00:00",1,0,0,0,9
3479,"FX890FB",0,0,92,4,"10/31/19 00:00:00",1,0,0,0,9
3480,"FG295NN",0,0,92,4,"12/31/19 00:00:00",1,0,0,0,9
3482,"FF091XL",0,0,41,4,"10/31/19 00:00:00",1,0,0,0,9
3483,"FJ030CF",0,0,41,4,"11/30/19 00:00:00",1,0,0,0,9
3484,"FF090XL",0,0,41,4,"10/31/19 00:00:00",1,0,0,0,9
3487,"FX120TM",0,0,73,12,"11/30/19 00:00:00",1,0,0,0,9
3488,"ER813VY",0,0,73,12,"03/31/20 00:00:00",1,0,0,0,9
3492,"FM583PN",0,0,59,12,"11/30/19 00:00:00",1,0,0,0,9
3494,"FX706TM",0,0,17,12,"11/30/19 00:00:00",1,0,0,0,9
3495,"FX705TM",0,0,17,12,"11/30/19 00:00:00",1,0,0,0,9
3496,"FX699TM",0,0,89,12,"11/30/19 00:00:00",1,0,0,0,9
3497,"FX698TM",0,0,89,12,"11/30/19 00:00:00",1,0,0,0,9
3498,"FX700TM",0,0,89,12,"11/30/19 00:00:00",1,0,0,0,9
3499,"FX701TM",0,0,89,12,"11/30/19 00:00:00",1,0,0,0,9
3500,"FX702TM",0,0,89,12,"11/30/19 00:00:00",1,0,0,0,9
3501,"FX693TM",0,0,16,4,"11/30/19 00:00:00",1,0,0,0,9
3502,"FX692TM",0,0,16,4,"11/30/19 00:00:00",1,0,0,0,9
3503,"FX694TM",0,0,16,4,"11/30/19 00:00:00",1,0,0,0,9
3504,"FX696TM",0,0,16,4,"11/30/19 00:00:00",1,0,0,0,9
3505,"FX695TM",0,0,16,4,"11/30/19 00:00:00",1,0,0,0,9
3509,"FX477TM",0,0,89,12,"10/31/19 00:00:00",1,0,0,0,9
3511,"FX760TM",0,0,17,4,"11/30/19 00:00:00",1,0,0,0,9
3512,"FX759TM",0,0,17,4,"11/30/19 00:00:00",1,0,0,0,9
3513,"FX758TM",0,0,17,4,"11/30/19 00:00:00",1,0,0,0,9
3514,"FX761TM",0,0,17,4,"11/30/19 00:00:00",1,0,0,0,9
3515,"GS548GJ",0,0,17,4,"11/30/19 00:00:00",1,0,0,0,9
3517,"FX793TM",0,0,17,4,"12/31/19 00:00:00",1,0,0,0,9
3519,"FF293XL",0,0,97,12,"10/31/19 00:00:00",1,0,0,0,9
3520,"FT322GJ",0,0,97,12,"10/31/19 00:00:00",1,0,0,0,9
3521,"FM242PM",0,0,97,12,"11/30/19 00:00:00",1,0,0,0,9
3523,"DN506MS",0,0,35,12,"02/29/20 00:00:00",1,0,0,0,9
3524,"GA102EW",0,0,17,12,"12/31/19 00:00:00",1,0,0,0,9
3526,"FZ259MD",0,0,92,4,"11/30/19 00:00:00",1,0,0,0,9
3528,"FX814TM",0,0,17,12,"12/31/19 00:00:00",1,0,0,0,9
3529,"FX815TM",0,0,17,12,"12/31/19 00:00:00",1,0,0,0,9
3531,"FX823TM",0,0,1,4,"12/31/19 00:00:00",1,0,0,0,9
3532,"FX822TM",0,0,1,4,"12/31/19 00:00:00",1,0,0,0,9
3535,"GX054AE",0,0,1,4,"12/31/19 00:00:00",1,0,0,0,9
3536,"HA883NM",0,0,1,4,"12/31/19 00:00:00",1,0,0,0,9
3537,"FY153VR",0,0,97,12,"12/31/19 00:00:00",1,0,0,0,9
3551,"GX428AE",0,0,14,4,"05/31/20 00:00:00",1,0,0,0,9
3553,"FX969TM",0,0,104,4,"01/31/20 00:00:00",1,0,0,0,9
3554,"GA743FK",0,0,78,12,"01/31/20 00:00:00",51.64,0,0,0,9
3555,"FV503HZ",0,0,84,12,"03/31/19 00:00:00",1,0,0,0,9
3559,"GA012BJ",0,0,75,12,"01/31/20 00:00:00",1,0,0,0,9
3561,"GA025BJ",0,0,70,4,"01/31/20 00:00:00",1,0,0,0,9
3562,"GA026BJ",0,0,70,4,"01/31/20 00:00:00",1,0,0,0,9
3563,"FL743BL",0,0,109,12,"08/31/19 00:00:00",1,0,0,0,9
3564,"FL374BL",0,0,109,12,"08/31/19 00:00:00",1,0,0,0,9
3566,"EG12853",0,0,109,12,"03/31/19 00:00:00",1,0,0,0,9
3567,"EF332NC",0,0,109,12,"01/31/19 00:00:00",1,0,0,0,9
3568,"DX566JR",0,0,109,12,"07/30/19 00:00:00",1,0,0,0,9
3571,"GA575LY",0,0,84,12,"02/28/20 00:00:00",1,0,0,0,9
3572,"EZ980FV",0,0,19,12,"04/30/15 00:00:00",1,0,0,0,9
3573,"FX038TM",0,0,17,4,"06/30/19 00:00:00",1,0,0,0,9
3577,"FP790RK",0,0,84,12,"04/30/20 00:00:00",1,0,0,0,9
3578,"GA256BK",0,0,70,4,"03/31/20 00:00:00",1,0,0,0,9
3579,"GA118BJ",0,0,54,4,"04/30/20 00:00:00",1,0,0,0,9
3581,"GA121BJ",0,0,82,4,"04/30/20 00:00:00",1,0,0,0,9
3587,"FZ503YC",0,0,89,12,"04/30/20 00:00:00",1,0,0,0,9
3588,"FZ504YC",0,0,89,12,"04/30/20 00:00:00",1,0,0,0,9
3589,"FZ505YC",0,0,89,12,"04/30/20 00:00:00",1,0,0,0,9
3591,"GA119BJ-",0,0,4,4,"04/30/20 00:00:00",1,0,0,0,9
3592,"GA120BJ",0,0,4,4,"04/30/20 00:00:00",1,0,0,0,9
3593,"GA219BJ",0,0,68,4,"05/31/20 00:00:00",1,0,0,0,9
3595,"GA224BJ",0,0,82,4,"05/31/20 00:00:00",1,0,0,0,9
3599,"GA262BJ",0,0,100,4,"05/31/20 00:00:00",1,0,0,0,9
3604,"FP672RS",0,0,68,4,"06/30/20 00:00:00",238,0,0,0,9
3605,"GA284BJ",0,0,97,12,"05/31/20 00:00:00",1,0,0,0,9
3606,"CM819PF",0,0,111,4,"02/28/19 00:00:00",1,0,0,0,9
3608,"DA266NZ",0,0,111,12,"01/31/21 00:00:00",1,0,0,0,9
3610,"FX926TM",0,0,4,4,"09/30/20 00:00:00",1,0,0,0,9
3611,"FM091CR",0,0,14,4,"09/30/20 00:00:00",1,0,0,0,9
3615,"FM765LG",0,0,35,12,"11/30/20 00:00:00",1,0,0,0,9
3619,"GA470BJ",0,0,77,4,"06/30/20 00:00:00",1,0,0,0,9
3620,"GB726PY",0,0,84,12,"06/30/20 00:00:00",1,0,0,0,9
3623,"FK940NX",0,0,113,4,"09/30/20 00:00:00",1,0,0,0,9
3631,"FV226CV",0,0,113,12,"01/31/21 00:00:00",1,0,0,0,9
4870,"FL729BL",0,0,129,4,"07/31/23 00:00:00",1,0,0,0,9
3632,"FV227CV",0,0,113,12,"01/31/21 00:00:00",1,0,0,0,9
3639,"FR672YW",0,0,113,12,"08/31/20 00:00:00",1,0,0,0,9
3671,"GA557BJ",0,0,16,4,"07/31/20 00:00:00",1,0,0,0,9
3672,"GB160RA",0,0,73,12,"06/30/20 00:00:00",1,0,0,0,9
3678,"GT996KG",4,0,115,12,"04/30/21 00:00:00",1,0,0,0,9
3680,"EL777HN",4,0,115,12,"02/28/21 00:00:00",1,0,0,0,9
3681,"ET448VZ",4,0,115,12,"12/31/20 00:00:00",1,0,0,0,9
3682,"ET449VZ",4,0,115,12,"12/31/20 00:00:00",1,0,0,0,9
3683,"EV886GS",4,0,115,12,"02/28/21 00:00:00",1,0,0,0,9
3685,"FF414ZD",4,0,115,12,"09/30/20 00:00:00",1,0,0,0,9
3686,"FG519NJ",4,0,115,12,"11/30/20 00:00:00",1,0,0,0,9
3687,"FK170YR",4,0,115,12,"07/31/20 00:00:00",1,0,0,0,9
3688,"FM525PR",4,0,115,12,"12/31/20 00:00:00",1,0,0,0,9
3689,"FP700RP",4,0,115,12,"06/30/20 00:00:00",1,0,0,0,9
3690,"FP743RG",4,0,115,12,"04/30/21 00:00:00",1,0,0,0,9
3691,"FR373ZS",4,0,115,12,"06/30/20 00:00:00",1,0,0,0,9
