Progressivo,Targa,Tipo,Marca,Ditta,Periodicità,Data_Immatricolazione,Bollo,SospPneum,NumAssi,KW,Regione
3692,"FR983ZZ",4,0,115,12,"08/31/20 00:00:00",1,0,0,0,9
3693,"FT573GN",4,0,115,12,"12/31/20 00:00:00",1,0,0,0,9
3694,"FV065HT",4,0,115,12,"01/31/21 00:00:00",1,0,0,0,9
3697,"FW451JX",4,0,115,12,"09/30/20 00:00:00",1,0,0,0,9
3702,"DA016PF",3,0,115,12,"01/31/21 00:00:00",1,0,0,0,9
3703,"DH147GP",3,0,115,12,"02/28/21 00:00:00",1,0,0,0,9
3704,"DH958EY",3,0,115,12,"02/28/21 00:00:00",1,0,0,0,9
3707,"DT026ED",3,0,115,12,"02/28/21 00:00:00",1,0,0,0,9
3708,"DT027ED",3,0,115,12,"02/28/21 00:00:00",1,0,0,0,9
3709,"FA163ZS",3,0,115,12,"09/30/20 00:00:00",1,0,0,0,9
3710,"FA164ZS",3,0,115,12,"09/30/20 00:00:00",1,0,0,0,9
3711,"FA165ZS",3,0,115,12,"09/30/20 00:00:00",1,0,0,0,9
3712,"FF494XL",3,0,115,12,"11/30/20 00:00:00",1,0,0,0,9
3713,"FF495XL",3,0,115,12,"11/30/20 00:00:00",1,0,0,0,9
3714,"FF496XL",3,0,115,12,"11/30/20 00:00:00",1,0,0,0,9
3715,"FF497XL",3,0,115,12,"11/30/20 00:00:00",1,0,0,0,9
3716,"FJ875CB",3,0,115,12,"02/28/21 00:00:00",1,0,0,0,9
3717,"FM261CR",3,0,115,12,"10/31/20 00:00:00",1,0,0,0,9
3718,"FN239WD",3,0,115,12,"03/31/21 00:00:00",1,0,0,0,9
3719,"FN240WD",3,0,115,12,"03/31/21 00:00:00",1,0,0,0,9
3721,"CX360WV",0,0,115,12,"01/31/21 00:00:00",1,0,0,0,9
3722,"CZ305EA",0,0,115,12,"11/30/20 00:00:00",1,0,0,0,9
3723,"DE408TG",0,0,115,12,"12/31/20 00:00:00",1,0,0,0,9
3724,"DP155KW",0,0,115,12,"12/31/20 00:00:00",1,0,0,0,9
3728,"EC034ME",0,0,115,12,"04/30/21 00:00:00",1,0,0,0,9
3730,"FC077FW",0,0,115,12,"11/30/20 00:00:00",1,0,0,0,9
3731,"FC078FW",0,0,115,12,"11/30/20 00:00:00",1,0,0,0,9
3732,"FC079FW",0,0,115,12,"11/30/20 00:00:00",1,0,0,0,9
3733,"FC080FW",0,0,115,12,"11/30/20 00:00:00",1,0,0,0,9
3735,"FF455XL",0,0,115,12,"11/30/20 00:00:00",1,0,0,0,9
3737,"FH967LD",0,0,115,12,"02/28/21 00:00:00",1,0,0,0,9
3739,"FM027PM",0,0,115,12,"10/31/20 00:00:00",1,0,0,0,9
3741,"FP734RS",0,0,115,12,"07/31/20 00:00:00",1,0,0,0,9
3742,"FP735RS",0,0,115,12,"07/31/20 00:00:00",1,0,0,0,9
3743,"FP768RS",0,0,115,12,"11/30/20 00:00:00",1,0,0,0,9
3744,"FV434DG",0,0,115,12,"07/31/20 00:00:00",1,0,0,0,9
3745,"GA241BK",0,0,115,12,"09/30/20 00:00:00",1,0,0,0,9
3747,"FC081FW",0,0,115,12,"03/31/21 00:00:00",1,0,0,0,9
3748,"FH968LD",0,0,115,12,"02/28/21 00:00:00",1,0,0,0,9
3750,"FW697JT",4,0,115,12,"03/31/21 00:00:00",1,0,0,0,9
3767,"FH899SP",0,0,41,4,"12/31/20 00:00:00",1,0,0,0,9
3768,"FG913XM",0,0,14,4,"12/31/20 00:00:00",1,0,0,0,9
3769,"FG917XM",0,0,14,4,"12/31/20 00:00:00",1,0,0,0,9
3771,"FJ958VR",0,0,92,4,"09/30/20 00:00:00",1,0,0,0,9
3772,"FM070CR",0,0,92,4,"09/30/20 00:00:00",1,0,0,0,9
3773,"FM101CR",0,0,92,4,"09/30/20 00:00:00",1,0,0,0,9
3774,"EX318BS",0,0,54,4,"09/30/20 00:00:00",1,0,0,0,9
3775,"GA853BJ",0,0,2,4,"09/30/20 00:00:00",1,0,0,0,9
3776,"GA852BJ",0,0,2,4,"09/30/20 00:00:00",1,0,0,0,9
3777,"GC432DA",0,0,96,12,"09/30/20 00:00:00",1,0,0,0,9
3778,"GC431DA",0,0,96,12,"09/30/20 00:00:00",1,0,0,0,9
3779,"FJ962BN",0,0,44,12,"04/30/21 00:00:00",1,0,0,0,9
3781,"GA826BJ",0,0,101,12,"09/30/20 00:00:00",1,0,0,0,9
3784,"EM511JL",0,0,79,4,"09/30/20 00:00:00",1,0,0,0,9
3785,"DV909LR",0,0,82,4,"12/31/20 00:00:00",1,0,0,0,9
3787,"GA873BJ",0,0,83,4,"09/30/20 00:00:00",1,0,0,0,9
3788,"GA874BJ",0,0,83,4,"09/30/20 00:00:00",1,0,0,0,9
3789,"GA965BJ",0,0,26,12,"10/31/20 00:00:00",1,0,0,0,9
3790,"GC538RK",0,0,84,12,"10/31/20 00:00:00",1,0,0,0,9
3792,"GA970BJ",0,0,73,12,"10/31/20 00:00:00",1,0,0,0,9
3793,"GA971BJ",0,0,73,12,"10/31/20 00:00:00",1,0,0,0,9
3794,"GA973BJ",0,0,87,12,"10/31/20 00:00:00",1,0,0,0,9
3797,"GC011RN",0,0,104,4,"10/31/20 00:00:00",1,0,0,0,9
3802,"GC028RN",0,0,97,12,"10/31/20 00:00:00",1,0,0,0,9
3803,"GC027RN",0,0,97,12,"10/31/20 00:00:00",1,0,0,0,9
3804,"GC026RN",0,0,97,12,"10/31/20 00:00:00",1,0,0,0,9
3809,"DT594ED",0,0,117,12,"09/30/21 00:00:00",1,0,0,0,9
3810,"EJ901WT",0,0,117,12,"06/30/20 00:00:00",1,0,0,0,9
3812,"A0P01DFW",0,0,117,12,"12/31/20 00:00:00",1,0,0,0,9
3813,"DH550GM",0,0,117,12,"02/28/21 00:00:00",1,0,0,0,9
3814,"FL225PL",0,0,117,12,"11/30/20 00:00:00",1,0,0,0,9
3816,"GC102RN",0,0,82,4,"11/30/20 00:00:00",1,0,0,0,9
3817,"FF555XL",0,0,41,4,"02/28/21 00:00:00",1,0,0,0,9
3819,"GC928RM",0,0,115,12,"11/30/20 00:00:00",1,0,0,0,9
3820,"GC929RM",0,0,115,12,"11/30/20 00:00:00",1,0,0,0,9
3821,"GC930RM",0,0,115,12,"11/30/20 00:00:00",1,0,0,0,9
3822,"GC931RM",0,0,115,12,"11/30/20 00:00:00",1,0,0,0,9
3823,"GC932RM",0,0,115,12,"11/30/20 00:00:00",1,0,0,0,9
3824,"GC400AE",0,0,83,12,"06/30/21 00:00:00",1,0,0,0,9
3827,"GC158RN",0,0,16,4,"11/30/20 00:00:00",1,0,0,0,9
3828,"GC159RN",0,0,16,4,"11/30/20 00:00:00",1,0,0,0,9
3829,"EZ990BT",0,0,54,4,"12/31/20 00:00:00",1,0,0,0,9
3831,"FG885AL",0,0,54,4,"01/31/21 00:00:00",1,0,0,0,9
3836,"GB960LG",0,0,118,12,"11/30/20 00:00:00",1,0,0,0,9
3837,"GC242RN",0,0,16,4,"12/31/20 00:00:00",1,0,0,0,9
3838,"GC243RN",0,0,16,4,"12/31/20 00:00:00",1,0,0,0,9
3839,"GC244RN",0,0,16,4,"12/31/20 00:00:00",1,0,0,0,9
3840,"GC253RN",0,0,73,12,"12/31/20 00:00:00",1,0,0,0,9
3841,"GC254RN",0,0,73,12,"12/31/20 00:00:00",1,0,0,0,9
3842,"FW191DP",0,0,70,4,"04/30/21 00:00:00",1,0,0,0,9
3844,"FH826JK",0,0,14,12,"01/31/21 00:00:00",1,0,0,0,9
3846,"MAPN0011",0,0,117,12,"12/31/20 00:00:00",1,0,0,0,9
3848,"GC307RN",0,0,73,12,"12/31/20 00:00:00",1,0,0,0,9
3849,"GA924BK",0,0,19,12,"11/30/20 00:00:00",1,0,0,0,9
3850,"GA920BK",0,0,19,12,"11/30/20 00:00:00",1,0,0,0,9
3851,"GA921BK",0,0,19,12,"11/30/20 00:00:00",1,0,0,0,9
3852,"GA922BK",0,0,19,12,"11/30/20 00:00:00",1,0,0,0,9
3853,"GA923BK",0,0,19,12,"11/30/20 00:00:00",1,0,0,0,9
3858,"GC343RN",0,0,97,12,"12/31/20 00:00:00",1,0,0,0,9
3863,"BG021644",0,0,41,12,"12/31/20 00:00:00",1,0,0,0,9
3864,"FY893VR",0,0,14,12,"01/31/21 00:00:00",1,0,0,0,9
3869,"GC424RN",0,0,1,4,"05/31/25 00:00:00",1,0,0,0,9
3870,"GC423RN",0,0,1,4,"05/31/25 00:00:00",1,0,0,0,9
3871,"GC422RN",0,0,1,4,"05/31/25 00:00:00",1,0,0,0,9
3872,"FV569LP",0,0,101,12,"12/31/20 00:00:00",1,0,0,0,9
3875,"X0P84747",0,0,14,12,"12/31/21 00:00:00",1,0,0,0,9
3876,"GD942GD",0,0,84,12,"01/31/21 00:00:00",1,0,0,0,9
3877,"GD943GD",0,0,84,12,"01/31/21 00:00:00",1,0,0,0,9
3879,"GC452RN",0,0,44,12,"01/31/21 00:00:00",1,0,0,0,9
3880,"GC476RN",0,0,85,4,"01/31/21 00:00:00",1,0,0,0,9
3881,"GD941GD",0,0,84,12,"01/31/21 00:00:00",1,0,0,0,9
3882,"FW291ST",0,0,83,12,"06/30/21 00:00:00",1,0,0,0,9
3887,"EY298XW",0,0,119,4,"02/28/21 00:00:00",1,0,0,0,9
3889,"FP765ZH",0,0,119,4,"12/31/20 00:00:00",1,0,0,0,9
3891,"GC545RN",0,0,77,4,"01/31/21 00:00:00",1,0,0,0,9
3892,"GD027GK",0,0,87,4,"01/31/21 00:00:00",1,0,0,0,9
3894,"GC517RN",0,0,4,4,"01/31/21 00:00:00",1,0,0,0,9
3898,"GE994HH",0,0,83,12,"01/31/21 00:00:00",1,0,0,0,9
3900,"DH195CS",0,0,82,4,"03/31/21 00:00:00",1,0,0,0,9
3901,"GD043GK",0,0,75,4,"01/31/21 00:00:00",1,0,0,0,9
3903,"GC573RN",0,0,97,12,"01/31/21 00:00:00",1,0,0,0,9
3905,"GC557RN",0,0,104,4,"01/31/21 00:00:00",1,0,0,0,9
3906,"GC598RN",0,0,89,12,"02/28/21 00:00:00",1,0,0,0,9
3907,"GC597RN",0,0,89,12,"02/28/21 00:00:00",1,0,0,0,9
3908,"GC596RN",0,0,89,12,"02/28/21 00:00:00",1,0,0,0,9
3909,"GC595RN",0,0,89,12,"02/28/21 00:00:00",1,0,0,0,9
3910,"GC593RN",0,0,89,12,"02/28/21 00:00:00",1,0,0,0,9
3911,"GC592RN",0,0,89,12,"02/28/21 00:00:00",1,0,0,0,9
3914,"GA062BJ",0,0,14,4,"02/28/21 00:00:00",1,0,0,0,9
3915,"GC628RN",0,0,83,4,"02/28/21 00:00:00",1,0,0,0,9
3916,"GC627RN",0,0,83,4,"02/28/21 00:00:00",1,0,0,0,9
3918,"GC455RN",0,0,75,4,"01/31/21 00:00:00",1,0,0,0,9
3919,"GC456RN",0,0,75,4,"01/31/21 00:00:00",1,0,0,0,9
3921,"GC458RN",0,0,75,4,"01/31/21 00:00:00",1,0,0,0,9
3924,"GC461RN",0,0,75,4,"01/31/21 00:00:00",1,0,0,0,9
3925,"GC462RN",0,0,75,4,"01/31/21 00:00:00",1,0,0,0,9
3930,"GC625RN",0,0,79,4,"02/28/21 00:00:00",1,0,0,0,9
3931,"GD910GH",0,0,33,12,"02/28/21 00:00:00",1,0,0,0,9
3932,"GC658RN",0,0,109,12,"02/28/21 00:00:00",1,0,0,0,9
3933,"FP642RS",0,0,85,4,"06/30/21 00:00:00",1,0,0,0,9
3936,"GC707RN",0,0,92,4,"02/28/21 00:00:00",1,0,0,0,9
3937,"GC687RN",0,0,113,4,"02/28/21 00:00:00",1,0,0,0,9
3943,"EX193NJ",0,0,120,4,"02/28/21 00:00:00",1,0,0,0,9
3944,"FM160PM",0,0,120,4,"03/31/20 00:00:00",1,0,0,0,9
3946,"GC718RN",0,0,59,4,"02/28/21 00:00:00",1,0,0,0,9
3947,"GC716RN",0,0,59,4,"02/28/21 00:00:00",1,0,0,0,9
3948,"GD182GK",0,0,115,12,"02/28/21 00:00:00",1,0,0,0,9
3949,"GC746RN",0,0,115,12,"02/28/21 00:00:00",1,0,0,0,9
3950,"GC745RN",0,0,115,12,"02/28/21 00:00:00",1,0,0,0,9
3951,"GC744RN",0,0,115,12,"02/28/21 00:00:00",1,0,0,0,9
3953,"GC750RN",0,0,97,12,"02/28/21 00:00:00",1,0,0,0,9
3955,"GD857HK",0,0,19,12,"12/31/20 00:00:00",1,0,0,0,9
3956,"GD858HK",0,0,19,12,"12/31/20 00:00:00",1,0,0,0,9
3957,"GD859HK",0,0,19,12,"12/31/20 00:00:00",1,0,0,0,9
3958,"GD860HK",0,0,19,12,"12/31/20 00:00:00",1,0,0,0,9
3963,"FR330ZZ",0,0,115,12,"08/31/21 00:00:00",1,0,0,0,9
3964,"FX229TM",0,0,115,12,"08/31/21 00:00:00",1,0,0,0,9
3965,"GC802RN",0,0,115,12,"03/31/21 00:00:00",1,0,0,0,9
3966,"GE739LG",0,0,96,12,"03/31/21 00:00:00",1,0,0,0,9
3967,"GE721LC",0,0,96,12,"03/31/21 00:00:00",1,0,0,0,9
3968,"GD070GK",0,0,96,12,"12/31/21 00:00:00",1,0,0,0,9
3972,"GC823RN",0,0,115,12,"03/31/21 00:00:00",1,0,0,0,9
3973,"GC837RN",0,0,92,4,"03/31/21 00:00:00",1,0,0,0,9
3975,"GD856HK",0,0,19,12,"12/31/20 00:00:00",1,0,0,0,9
3976,"GC860RN",0,0,59,4,"03/31/21 00:00:00",1,0,0,0,9
3978,"GC869RN",0,0,1,4,"03/31/21 00:00:00",1,0,0,0,9
3979,"ER711RW",0,0,119,12,"03/31/21 00:00:00",1,0,0,0,9
3981,"GE072EY",0,0,119,4,"03/31/21 00:00:00",1,0,0,0,9
3982,"GD330GK",0,0,16,4,"04/30/21 00:00:00",1,0,0,0,9
3983,"GC933RN",0,0,84,12,"04/30/22 00:00:00",1,0,0,0,9
3984,"GC934RN",0,0,84,12,"04/30/22 00:00:00",1,0,0,0,9
3985,"GC930RN",0,0,84,12,"04/30/22 00:00:00",1,0,0,0,9
3986,"GC931RN",0,0,84,12,"04/30/22 00:00:00",1,0,0,0,9
3987,"GC932RN",0,0,84,12,"04/30/22 00:00:00",1,0,0,0,9
3989,"CL572PF",0,0,14,4,"07/31/21 00:00:00",1,0,0,0,9
3991,"GC962RN",0,0,83,4,"04/30/21 00:00:00",1,0,0,0,9
3992,"GC963RN",0,0,83,4,"04/30/21 00:00:00",1,0,0,0,9
3997,"GF033JK",0,0,77,4,"05/31/21 00:00:00",1,0,0,0,9
3998,"DT042VE",0,0,84,4,"06/30/21 00:00:00",1,0,0,0,9
3999,"GC850RN",,0,121,4,"07/31/21 00:00:00",1,0,0,0,9
4000,"GC786RN",0,0,121,4,"07/31/21 00:00:00",1,0,0,0,9
4001,"GC787RN",0,0,121,4,"07/31/21 00:00:00",1,0,0,0,9
4002,"GC788RN",0,0,121,4,"07/31/21 00:00:00",1,0,0,0,9
4003,"GC986RN",0,0,73,12,"04/30/21 00:00:00",1,0,0,0,9
4005,"GE007ET",0,0,84,12,"03/31/22 00:00:00",1,0,0,0,9
4007,"GF071JK",0,0,90,12,"05/31/21 00:00:00",1,0,0,0,9
4010,"GD226GX",0,0,35,12,"12/31/21 00:00:00",1,0,0,0,9
4012,"GF062JK",0,0,97,12,"05/31/21 00:00:00",1,0,0,0,9
4013,"EW88150",6,0,75,12,"05/31/21 00:00:00",1,0,0,0,9
4014,"GC588RN",0,0,77,4,"05/31/21 00:00:00",1,0,0,0,9
4015,"GF110JK",0,0,14,4,"05/31/21 00:00:00",1,0,0,0,9
4021,"GF128JK",0,0,70,4,"05/31/21 00:00:00",1,0,0,0,9
4023,"GC851RK",0,0,84,12,"02/28/22 00:00:00",1,0,0,0,9
4024,"GF158JK",0,0,115,12,"05/31/21 00:00:00",1,0,0,0,9
4025,"GF149JK",0,0,79,4,"05/31/21 00:00:00",1,0,0,0,9
4026,"GF160JK",0,0,89,12,"05/31/21 00:00:00",1,0,0,0,9
4027,"GF161JK",0,0,89,12,"05/31/21 00:00:00",1,0,0,0,9
4028,"FV984DG",0,0,19,12,"06/30/21 00:00:00",1,0,0,0,9
4031,"CN887CC",0,0,19,12,"07/31/21 00:00:00",1,0,0,0,9
4032,"DD293PA",0,0,19,12,"12/31/21 00:00:00",1,0,0,0,9
4034,"GF107JK",0,0,92,4,"05/31/21 00:00:00",1,0,0,0,9
4035,"GF200JK",0,0,14,4,"06/30/21 00:00:00",1,0,0,0,9
4036,"GF199JK",0,0,54,4,"06/30/21 00:00:00",1,0,0,0,9
4041,"GF222JK",0,0,14,4,"06/30/21 00:00:00",1,0,0,0,9
4042,"GF221JK",0,0,35,12,"06/30/21 00:00:00",1,0,0,0,9
4043,"FP560RS",0,0,115,12,"06/30/21 00:00:00",1,0,0,0,9
4044,"FP559RS",0,0,115,12,"06/30/21 00:00:00",1,0,0,0,9
4045,"GF234JK",0,0,92,4,"06/30/21 00:00:00",1,0,0,0,9
4047,"EX42646",0,0,75,12,"06/30/21 00:00:00",1,0,0,0,9
4048,"XA800HG",0,0,84,12,"12/31/21 00:00:00",1,0,0,0,9
4049,"GF289JK",0,0,70,4,"06/30/21 00:00:00",1,0,0,0,9
4053,"GE394GD",0,0,87,12,"03/31/22 00:00:00",1,0,0,0,9
4054,"GF321JK",0,0,16,4,"06/30/21 00:00:00",1,0,0,0,9
4055,"GF322JK",0,0,16,4,"06/30/21 00:00:00",1,0,0,0,9
4019,"GE004GF",0,0,84,12,"05/31/21 00:00:00",1,0,0,0,9
4059,"GF352JK",0,0,89,12,"07/31/21 00:00:00",1,0,0,0,9
4065,"AS57007",0,0,33,12,"01/31/22 00:00:00",1,0,0,0,9
4067,"HA861NM",0,0,19,12,"01/31/22 00:00:00",1,0,0,0,9
4068,"BG713LJ",0,0,19,12,"12/31/21 00:00:00",1,0,0,0,9
4069,"FY151TT",0,0,19,12,"01/31/22 00:00:00",1,0,0,0,9
4070,"FW061BK",0,0,101,12,"02/28/22 00:00:00",1,0,0,0,9
4073,"GE258GL",0,0,21,12,"07/31/21 00:00:00",1,0,0,0,9
4074,"GF802JC",0,0,84,12,"08/31/21 00:00:00",1,0,0,0,9
4078,"GF460JE",0,0,97,12,"09/30/21 00:00:00",1,0,0,0,9
4079,"GA163BJ",0,0,73,12,"04/30/21 00:00:00",1,0,0,0,9
4086,"GF504JK",0,0,92,4,"08/30/21 00:00:00",1,0,0,0,9
4087,"GF515JK",0,0,41,4,"08/31/21 00:00:00",1,0,0,0,9
4088,"GF516JK",0,0,41,4,"08/31/21 00:00:00",1,0,0,0,9
4090,"GF523JK",0,0,2,4,"08/31/21 00:00:00",1,0,0,0,9
4092,"GF544JK",0,0,89,12,"09/30/21 00:00:00",1,0,0,0,9
4093,"GF554JK",0,0,78,4,"09/21/31 00:00:00",1,0,0,0,9
4098,"GF213JK",0,0,113,4,"06/30/21 00:00:00",1,0,0,0,9
4099,"GF584JK",0,0,97,12,"09/30/21 00:00:00",1,0,0,0,9
4100,"GX293AE",0,0,17,4,"09/30/21 00:00:00",1,0,0,0,9
4101,"GF583JK",0,0,17,4,"09/30/21 00:00:00",1,0,0,0,9
4102,"FL885BJ",0,0,75,12,"08/31/21 00:00:00",1,0,0,0,9
4103,"FL886BJ",0,0,75,12,"08/31/21 00:00:00",1,0,0,0,9
4104,"FL887BJ",0,0,75,12,"08/31/21 00:00:00",1,0,0,0,9
4105,"FL883BJ",0,0,75,12,"08/31/21 00:00:00",1,0,0,0,9
4106,"FL882BJ",0,0,75,12,"08/31/21 00:00:00",1,0,0,0,9
4107,"FL884BJ",0,0,75,12,"08/31/21 00:00:00",1,0,0,0,9
4108,"GD912GK",0,0,19,12,"09/30/21 00:00:00",1,0,0,0,9
4109,"GD913GK",0,0,19,12,"09/30/21 00:00:00",1,0,0,0,9
4110,"GD914GK",0,0,19,12,"09/30/21 00:00:00",1,0,0,0,9
4111,"GF606JK",0,0,41,4,"09/30/21 00:00:00",1,0,0,0,9
4114,"FF069XL",0,0,54,4,"05/31/22 00:00:00",1,0,0,0,9
4115,"GF623JK",0,0,113,4,"09/30/21 00:00:00",1,0,0,0,9
4118,"GF657JK",0,0,89,12,"10/31/21 00:00:00",1,0,0,0,9
4121,"ES975PY",0,0,121,4,"10/31/21 00:00:00",1,0,0,0,9
4127,"GF568XA",0,0,92,4,"10/31/21 00:00:00",1,0,0,0,9
4130,"GF729JK",0,0,70,4,"10/30/21 00:00:00",1,0,0,0,9
4131,"GF693JK",0,0,92,4,"10/30/21 00:00:00",1,0,0,0,9
4132,"GF773JK",0,0,84,4,"10/30/21 00:00:00",1,0,0,0,9
4133,"FC949JA",0,0,92,4,"01/31/22 00:00:00",1,0,0,0,9
4134,"GF809JK",0,0,41,4,"11/30/21 00:00:00",1,0,0,0,9
4136,"GH167MB",0,0,19,12,"11/30/21 00:00:00",1,0,0,0,9
4137,"GH168MB",0,0,19,12,"11/30/21 00:00:00",1,0,0,0,9
4138,"GH169MB",0,0,19,12,"11/30/21 00:00:00",1,0,0,0,9
4139,"GH170MB",0,0,19,12,"11/30/21 00:00:00",1,0,0,0,9
4140,"GH171MB",0,0,19,12,"11/30/21 00:00:00",1,0,0,0,9
4141,"GF867JK",0,0,19,12,"11/30/21 00:00:00",1,0,0,0,9
4142,"GF868JK",0,0,19,12,"11/30/21 00:00:00",1,0,0,0,9
4147,"GF881JK-",0,0,84,4,"11/30/21 00:00:00",1,0,0,0,9
4149,"GF879JK-",0,0,84,4,"11/30/21 00:00:00",1,0,0,0,9
4150,"GF880JK-",0,0,84,4,"11/30/21 00:00:00",1,0,0,0,9
4151,"GF917JK",0,0,82,4,"11/30/21 00:00:00",1,0,0,0,9
4152,"GF916JK",0,0,92,4,"11/30/21 00:00:00",1,0,0,0,9
4153,"CS773CS",0,0,78,4,"01/31/22 00:00:00",1,0,0,0,9
4154,"EH172BD",0,0,79,12,"01/31/22 00:00:00",1,0,0,0,9
4155,"BK238LE",0,0,79,4,"01/31/22 00:00:00",1,0,0,0,9
4156,"DT730VE",0,0,79,12,"04/30/22 00:00:00",1,0,0,0,9
4157,"GF934JK",0,0,78,4,"12/31/21 00:00:00",1,0,0,0,9
4158,"GF933JK",0,0,78,4,"12/31/21 00:00:00",1,0,0,0,9
4160,"GF928JK",0,0,83,4,"12/31/21 00:00:00",1,0,0,0,9
4161,"GC367RN",0,0,83,4,"12/31/21 00:00:00",1,0,0,0,9
4162,"GC368RN",0,0,83,4,"12/31/21 00:00:00",1,0,0,0,9
4164,"GF757JK",0,0,98,12,"10/30/21 00:00:00",1,0,0,0,9
4165,"GF469JE",0,0,97,12,"12/31/21 00:00:00",1,0,0,0,9
4166,"GF942JK",0,0,2,4,"12/31/21 00:00:00",1,0,0,0,9
4169,"GF948JK",0,0,14,4,"12/31/21 00:00:00",1,0,0,0,9
4170,"GF949JK",0,0,19,12,"12/31/21 00:00:00",1,0,0,0,9
4171,"GF943JK",0,0,17,4,"12/31/21 00:00:00",1,0,0,0,9
4172,"GF944JK",0,0,17,4,"12/31/24 00:00:00",1,0,0,0,9
4173,"GF945JK",0,0,17,4,"12/31/24 00:00:00",1,0,0,0,9
4174,"GF963JK",0,0,59,4,"12/31/21 00:00:00",1,0,0,0,9
4175,"GF964JK",0,0,59,4,"12/31/21 00:00:00",1,0,0,0,9
4176,"GF965JK",0,0,59,4,"12/31/21 00:00:00",1,0,0,0,9
4183,"GJ008BR",0,0,14,4,"12/31/21 00:00:00",1,0,0,0,9
4184,"gf658jk",0,0,89,12,"10/31/21 00:00:00",1,0,0,0,9
4189,"GJ024BR",0,0,83,4,"12/31/21 00:00:00",1,0,0,0,9
4190,"GJ023BR",0,0,83,4,"12/31/21 00:00:00",1,0,0,0,9
4191,"GJ022BR",0,0,83,4,"12/31/21 00:00:00",1,0,0,0,9
4193,"GJ034BR",0,0,73,12,"01/31/22 00:00:00",1,0,0,0,9
4195,"GJ035BR",0,0,89,12,"01/31/22 00:00:00",1,0,0,0,9
4196,"GJ036BR",0,0,89,12,"01/31/22 00:00:00",1,0,0,0,9
4198,"GJ042BR",0,0,1,4,"01/31/22 00:00:00",1,0,0,0,9
4200,"GJ048BR",0,0,79,4,"01/31/22 00:00:00",1,0,0,0,9
4201,"GJ050BR",0,0,85,4,"01/31/22 00:00:00",1,0,0,0,9
4202,"FV083DG",0,0,90,12,"01/31/22 00:00:00",1,0,0,0,9
4203,"EG201FX",0,0,96,12,"03/31/22 00:00:00",1,0,0,0,9
4205,"GF038JK",0,0,100,12,"05/31/22 00:00:00",1,0,0,0,9
4207,"EX318LX",0,0,121,4,"04/30/22 00:00:00",1,0,0,0,9
4208,"GJ061BR",0,0,83,4,"01/31/22 00:00:00",1,0,0,0,9
4210,"GJ055BR",0,0,1,4,"01/31/22 00:00:00",1,0,0,0,9
4211,"GJ056BR",0,0,1,4,"01/31/22 00:00:00",1,0,0,0,9
4212,"GJ057BR",0,0,1,4,"01/31/22 00:00:00",1,0,0,0,9
4214,"GJ073BR",0,0,14,4,"01/31/22 00:00:00",1,0,0,0,9
4215,"UD011295",0,0,41,12,"12/31/22 00:00:00",1,0,0,0,9
4216,"GF282JK",0,0,1,4,"06/30/21 00:00:00",1,0,0,0,9
4217,"GJ037BR",0,0,77,4,"01/31/22 00:00:00",1,0,0,0,9
4218,"GJ093BR",0,0,17,4,"01/31/22 00:00:00",1,0,0,0,9
4219,"GJ094BR",0,0,17,4,"01/31/22 00:00:00",1,0,0,0,9
4220,"FV846DF",0,0,78,4,"05/31/22 00:00:00",1,0,0,0,9
4222,"GJ115BR",0,0,68,4,"01/31/22 00:00:00",1,0,0,0,9
4224,"GJ120BR",0,0,77,4,"01/31/22 00:00:00",1,0,0,0,9
4225,"GJ124BR",0,0,121,4,"01/31/22 00:00:00",1,0,0,0,9
4228,"GG056SB",0,0,88,12,"01/31/22 00:00:00",31.11,0,0,0,9
4229,"GJ083BR",0,0,104,4,"01/31/22 00:00:00",1,0,0,0,9
4230,"GJ125BR",0,0,14,4,"01/31/22 00:00:00",1,0,0,0,9
4231,"GJ148BR",0,0,16,4,"01/31/22 00:00:00",1,0,0,0,9
4232,"GJ149BR",0,0,16,4,"01/31/22 00:00:00",1,0,0,0,9
4233,"GJ150BR",0,0,16,4,"01/31/22 00:00:00",1,0,0,0,9
4234,"GJ151BR",0,0,16,4,"01/31/22 00:00:00",1,0,0,0,9
4235,"GJ152BR",0,0,16,4,"01/31/22 00:00:00",1,0,0,0,9
4236,"CN085CD",0,0,86,4,"04/30/22 00:00:00",1,0,0,0,9
4238,"BR671LF",0,0,86,4,"05/31/22 00:00:00",1,0,0,0,9
4239,"BK623GH",0,0,86,4,"05/31/22 00:00:00",1,0,0,0,9
4213,"GJ058BR",0,0,1,4,"01/31/22 00:00:00",1,0,0,0,9
4240,"BG923275",0,0,86,4,"05/31/22 00:00:00",1,0,0,0,9
4244,"EL214FZ",0,0,86,4,"04/30/22 00:00:00",1,0,0,0,9
4245,"BGB30275",0,0,86,4,"05/31/22 00:00:00",1,0,0,0,9
4250,"FV394FX",0,0,86,12,"01/31/23 00:00:00",1,0,0,0,9
4251,"GD476GM",0,0,86,12,"01/31/23 00:00:00",1,0,0,0,9
4252,"FD355LP",0,0,86,12,"03/31/22 00:00:00",1,0,0,0,9
4254,"FK765YR",0,0,86,12,"08/31/22 00:00:00",1,0,0,0,9
4256,"EX920TE",0,0,86,12,"10/31/22 00:00:00",1,0,0,0,9
4257,"EY006FP",0,0,86,12,"12/31/22 00:00:00",1,0,0,0,9
4261,"FM280PM",0,0,16,4,"04/30/22 00:00:00",1,0,0,0,9
